区域,标题,总价,单价,位置,信息 
成都,金桔花园二期北苑 3室2厅 东南, 108万,"11,268元/平",金桔花园二期北苑    -  花照壁 ,3室2厅 | 95.85平米 | 东南 | 简装 | 中楼层(共7层) | 2000年建 | 板楼
成都,维罗纳 3室2厅 南, 63.8万,"6,054元/平",维罗纳    -  金堂 ,3室2厅 | 105.39平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合
成都,金沙鹭岛三期 3室2厅 东北, ,"参考价:26,005元/平",金沙鹭岛三期    -  金沙 ,3室2厅 | 119.45平米 | 东北 | 毛坯 | 高楼层(共28层) | 2014年建 | 塔楼
成都,自由星城二期 2室1厅 南, 99万,"15,680元/平",自由星城二期    -  紫荆 ,2室1厅 | 63.14平米 | 南 | 精装 | 高楼层(共6层) | 2003年建 | 板楼
成都,北部桂庭 3室1厅 南, 108万,"10,050元/平",北部桂庭    -  大丰 ,3室1厅 | 107.47平米 | 南 | 简装 | 中楼层(共6层) | 2007年建 | 板楼
成都,长寿苑 2室1厅 南 北, 83万,"11,858元/平",长寿苑    -  火车南站 ,2室1厅 | 70平米 | 南 北 | 简装 | 6层 | 2003年建 | 板塔结合
成都,华腾舒云居 3室2厅 北, 148.8万,"15,144元/平",华腾舒云居    -  蛟龙港 ,3室2厅 | 98.26平米 | 北 | 精装 | 高楼层(共13层) | 2015年建 | 塔楼
成都,天馨花园 3室2厅 东南, 63.8万,"6,511元/平",天馨花园    -  新津 ,3室2厅 | 98平米 | 东南 | 简装 | 中楼层(共18层)  | 塔楼
成都,时代锦城 3室1厅 东, 150万,"14,254元/平",时代锦城    -  双流城区 ,3室1厅 | 105.24平米 | 东 | 毛坯 | 高楼层(共15层) | 2011年建 | 板塔结合
成都,远大都市风景一期 3室1厅 西北, 225万,"22,505元/平",远大都市风景一期    -  远大 ,3室1厅 | 99.98平米 | 西北 | 毛坯 | 高楼层(共6层) | 2005年建 | 板楼
成都,花样年花样城 3室2厅 东南, 88万,"9,997元/平",花样年花样城    -  温江大学城 ,3室2厅 | 88.03平米 | 东南 | 简装 | 中楼层(共33层) | 2010年建 | 板塔结合
成都,光华瑞廷 3室2厅 南, 159.8万,"14,935元/平",光华瑞廷    -  温江新城 ,3室2厅 | 107平米 | 南 | 精装 | 高楼层(共33层) | 2017年建 | 板塔结合
成都,沙河路苑 2室1厅 南 北, 124万,"15,309元/平",沙河路苑    -  驷马桥 ,2室1厅 | 81平米 | 南 北 | 毛坯 | 中楼层(共18层) | 2011年建 | 塔楼
成都,成南领寓 3室1厅 南, 115万,"12,578元/平",成南领寓    -  南湖 ,3室1厅 | 91.43平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼
成都,花样年花样城 3室2厅 东南, 88万,"9,997元/平",花样年花样城    -  温江大学城 ,3室2厅 | 88.03平米 | 东南 | 简装 | 中楼层(共33层) | 2010年建 | 板塔结合
成都,金江花园 2室1厅 南, 35万,"4,941元/平",金江花园    -  温江老城 ,2室1厅 | 70.85平米 | 南 | 简装 | 中楼层(共6层)  | 板楼
成都,迎宾丽景 3室2厅 西, 109万,"9,480元/平",迎宾丽景    -  新津 ,3室2厅 | 114.98平米 | 西 | 精装 | 中楼层(共14层)  | 板塔结合
成都,千居朝阳 3室1厅 东北, 185万,"16,511元/平",千居朝阳    -  万象城 ,3室1厅 | 112.05平米 | 东北 | 简装 | 低楼层(共18层) | 2007年建 | 塔楼
成都,麦田国际社区 3室1厅 东, 105万,"12,500元/平",麦田国际社区    -  新都城区 ,3室1厅 | 84平米 | 东 | 毛坯 | 26层  | 板塔结合
成都,百花紫荆苑 3室2厅 东, 150万,"12,245元/平",百花紫荆苑    -  双楠 ,3室2厅 | 122.5平米 | 东 | 简装 | 低楼层(共7层) | 2000年建 | 板塔结合
成都,江南苑 3室1厅 北, 77万,"8,981元/平",江南苑    -  芳草 ,3室1厅 | 85.74平米 | 北 | 精装 | 中楼层(共7层) | 1996年建 | 板楼
成都,蓉铁花园 3室1厅 南 北, 145万,"14,690元/平",蓉铁花园    -  驷马桥 ,3室1厅 | 98.71平米 | 南 北 | 精装 | 低楼层(共18层) | 2009年建 | 板塔结合
成都,美洲花园一期 3室1厅 南 北, 170万,"14,204元/平",美洲花园一期    -  新北 ,3室1厅 | 119.69平米 | 南 北 | 精装 | 低楼层(共6层) | 2005年建 | 板楼
成都,时代天骄 2室1厅 东南, 70万,"12,314元/平",时代天骄    -  草市街 ,2室1厅 | 56.85平米 | 东南 | 精装 | 中楼层(共28层) | 2003年建 | 板楼
成都,招商依云上城 3室2厅 东, 104万,"13,618元/平",招商依云上城    -  十陵 ,3室2厅 | 76.37平米 | 东 | 毛坯 | 中楼层(共40层) | 2015年建 | 板塔结合
成都,南辰景秀 3室2厅 南 北, 225万,"20,457元/平",南辰景秀    -  火车南站 ,3室2厅 | 109.99平米 | 南 北 | 简装 | 中楼层(共18层) | 2007年建 | 板塔结合
成都,时代天城 3室1厅 南, 228万,"26,377元/平",时代天城    -  广都 ,3室1厅 | 86.44平米 | 南 | 精装 | 高楼层(共23层) | 2012年建 | 塔楼
成都,桃李园 1室1厅 南, 86万,"15,091元/平",桃李园    -  火车南站 ,1室1厅 | 56.99平米 | 南 | 简装 | 低楼层(共6层) | 2005年建 | 板楼
成都,锦绣尚城 3室1厅 西, 61.8万,"4,716元/平",锦绣尚城    -  彭州 ,3室1厅 | 131.05平米 | 西 | 毛坯 | 高楼层(共27层) | 2012年建 | 塔楼
成都,道孚家苑 3室2厅 东南, 74万,"6,545元/平",道孚家苑    -  东升镇 ,3室2厅 | 113.07平米 | 东南 | 简装 | 中楼层(共5层) | 1998年建 | 塔楼
成都,巴仨苑 3室1厅 东南, 59.6万,"5,271元/平",巴仨苑    -  阳光城 ,3室1厅 | 113.08平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼
成都,佳乐国际城一期 3室2厅 南, 127万,"13,160元/平",佳乐国际城一期    -  毗河 ,3室2厅 | 96.51平米 | 南 | 精装 | 高楼层(共11层) | 2012年建 | 板塔结合
成都,富丽锦城 3室1厅 西, 162万,"14,053元/平",富丽锦城    -  驷马桥 ,3室1厅 | 115.28平米 | 西 | 简装 | 低楼层(共22层) | 2008年建 | 板塔结合
成都,中铁西子香荷 3室1厅 东, ,"参考价:26,545元/平",中铁西子香荷    -  光华泡小 ,3室1厅 | 91.83平米 | 东 | 精装 | 高楼层(共33层) | 2010年建 | 板塔结合
成都,枫祥苑 3室1厅 西, ,"参考价:14,946元/平",枫祥苑    -  东郊记忆 ,3室1厅 | 89.39平米 | 西 | 简装 | 低楼层(共33层) | 2008年建 | 板塔结合
成都,五合苑 3室1厅 东南, 126万,"14,293元/平",五合苑    -  金府 ,3室1厅 | 88.16平米 | 东南 | 毛坯 | 中楼层(共23层)  | 板楼
成都,万景峰二期 3室2厅 南 西南, 110.2万,"14,548元/平",万景峰二期    -  高新西 ,3室2厅 | 75.75平米 | 南 西南 | 精装 | 中楼层(共33层) | 2012年建 | 板楼
成都,维也纳花园一期 3室1厅 南 北, 107万,"8,620元/平",维也纳花园一期    -  新都城区 ,3室1厅 | 124.13平米 | 南 北 | 精装 | 中楼层(共5层) | 2009年建 | 板楼
成都,天府江南C区 3室2厅 南, 82.5万,"10,201元/平",天府江南C区    -  保利公园 ,3室2厅 | 80.88平米 | 南 | 简装 | 中楼层(共26层) | 2012年建 | 板楼
成都,天府香城印象 4室2厅 东, 125万,"10,406元/平",天府香城印象    -  新都城区 ,4室2厅 | 120.13平米 | 东 | 毛坯 | 中楼层(共26层) | 2012年建 | 板塔结合
成都,嘉瑞苑二期 4室2厅 南, 268万,"16,331元/平",嘉瑞苑二期    -  外双楠 ,4室2厅 | 164.11平米 | 南 | 精装 | 中楼层(共11层) | 2004年建 | 板楼
成都,静水香榭 2室2厅 南 北, 84万,"9,419元/平",静水香榭    -  温江老城 ,2室2厅 | 89.19平米 | 南 北 | 精装 | 中楼层(共11层) | 2008年建 | 板塔结合
成都,华林东苑 1室1厅 西南, 76万,"13,751元/平",华林东苑    -  理工大 ,1室1厅 | 55.27平米 | 西南 | 简装 | 高楼层(共22层) | 2011年建 | 板楼
成都,师大现代花园 3室1厅 东南, ,"参考价:13,449元/平",师大现代花园    -  大面 ,3室1厅 | 121.84平米 | 东南 | 简装 | 低楼层(共32层) | 2013年建 | 塔楼
成都,瑞雪港湾 3室2厅 南, 200万,"15,008元/平",瑞雪港湾    -  华阳 ,3室2厅 | 133.27平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼
成都,金秋家园1 3室2厅 东南, 165万,"12,780元/平",金秋家园1    -  南湖 ,3室2厅 | 129.11平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据
成都,洲际春天广场 3室1厅 西北, ,"参考价:14,038元/平",洲际春天广场    -  光华大道沿线 ,3室1厅 | 80.24平米 | 西北 | 精装 | 低楼层(共38层) | 2016年建 | 板塔结合
成都,比华利国际城一期 3室1厅 东南, ,"参考价:17,599元/平",比华利国际城一期    -  川师 ,3室1厅 | 129.24平米 | 东南 | 精装 | 高楼层(共32层) | 2008年建 | 塔楼
成都,红城 3室1厅 东南, ,"参考价:16,533元/平",红城    -  丽都 ,3室1厅 | 82.88平米 | 东南 | 精装 | 中楼层(共18层) | 2011年建 | 板楼
成都,锦江城市花园三期 3室1厅 西北, 145万,"19,678元/平",锦江城市花园三期    -  三圣乡 ,3室1厅 | 73.69平米 | 西北 | 简装 | 中楼层(共34层) | 2011年建 | 板塔结合
成都,中铁二局玛塞城 2室1厅 西南, ,"参考价:19,333元/平",中铁二局玛塞城    -  八里小区 ,2室1厅 | 73.4平米 | 西南 | 精装 | 中楼层(共33层) | 2015年建 | 塔楼
成都,美茵河谷 4室1厅 东南, 179万,"11,928元/平",美茵河谷    -  花都大道 ,4室1厅 | 150.07平米 | 东南 | 简装 | 高楼层(共11层) | 2007年建 | 板塔结合
成都,水岸华庭 3室1厅 东 西, ,"参考价:17,733元/平",水岸华庭    -  万象城 ,3室1厅 | 74.29平米 | 东 西 | 简装 | 中楼层(共28层) | 2009年建 | 塔楼
成都,海骏达蜀都1号一期南区 3室2厅 西南, ,"参考价:12,199元/平",海骏达蜀都1号一期南区    -  郫县城区 ,3室2厅 | 93平米 | 西南 | 毛坯 | 中楼层(共25层) | 2013年建 | 塔楼
成都,景尚景一期 3室2厅 西南, 109万,"10,206元/平",景尚景一期    -  郫县城区 ,3室2厅 | 106.8平米 | 西南 | 简装 | 中楼层(共33层) | 2012年建 | 板楼
成都,上霖东方 2室2厅 西南, 123万,"18,078元/平",上霖东方    -  万年场 ,2室2厅 | 68.04平米 | 西南 | 简装 | 高楼层(共24层) | 2010年建 | 板塔结合
成都,交大万嘉樟菊园 3室2厅 东南, 130万,"11,002元/平",交大万嘉樟菊园    -  犀浦 ,3室2厅 | 118.17平米 | 东南 | 精装 | 中楼层(共26层) | 2014年建 | 板塔结合
成都,中铁西城东苑 4室2厅 南 北, 385万,"28,462元/平",中铁西城东苑    -  外光华 ,4室2厅 | 135.27平米 | 南 北 | 精装 | 高楼层(共18层) | 2012年建 | 塔楼
成都,铂金时代 3室2厅 东南, 109.9万,"8,037元/平",铂金时代    -  郫县城区 ,3室2厅 | 136.75平米 | 东南 | 简装 | 高楼层(共13层) | 2013年建 | 板塔结合
成都,林涧上馆 3室2厅 东南, 95万,"7,708元/平",林涧上馆    -  郫县城区 ,3室2厅 | 123.26平米 | 东南 | 精装 | 低楼层(共6层) | 2008年建 | 板楼
成都,龙锦雅苑 1室1厅 东, 52万,"10,259元/平",龙锦雅苑    -  龙潭寺 ,1室1厅 | 50.69平米 | 东 | 毛坯 | 低楼层(共18层)  | 塔楼
成都,鑫苑鑫都汇南区 3室2厅 南, ,"参考价:18,899元/平",鑫苑鑫都汇南区    -  南湖 ,3室2厅 | 75.04平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合
成都,隆鑫九熙 2室2厅 南, ,"参考价:17,254元/平",隆鑫九熙    -  万年场 ,2室2厅 | 78.05平米 | 南 | 简装 | 低楼层(共34层) | 2012年建 | 塔楼
成都,大城小居 1室1厅 南, 82万,"16,957元/平",大城小居    -  火车南站 ,1室1厅 | 48.36平米 | 南 | 精装 | 中楼层(共6层) | 2005年建 | 板楼
成都,东盛园 3室2厅 东南, 102万,"7,630元/平",东盛园    -  双流城区 ,3室2厅 | 133.7平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼
成都,鹃城印象 3室2厅 东南, 76万,"6,748元/平",鹃城印象    -  郫县万达 ,3室2厅 | 112.64平米 | 东南 | 毛坯 | 中楼层(共6层) | 2010年建 | 板塔结合
成都,佰客郡 3室1厅 北, 119.8万,"12,273元/平",佰客郡    -  航空港 ,3室1厅 | 97.62平米 | 北 | 精装 | 高楼层(共16层) | 2011年建 | 板楼
成都,万家和花园 3室2厅 东, 92.5万,"6,615元/平",万家和花园    -  新都城区 ,3室2厅 | 139.84平米 | 东 | 简装 | 中楼层(共7层) | 1999年建 | 板楼
成都,花样年花样城五期 3室1厅 东南, 77万,"8,976元/平",花样年花样城五期    -  温江大学城 ,3室1厅 | 85.79平米 | 东南 | 简装 | 中楼层(共27层)  | 板塔结合
成都,国宾时光汇 3室1厅 东南, 168万,"18,583元/平",国宾时光汇    -  国宾 ,3室1厅 | 90.41平米 | 东南 | 精装 | 高楼层(共21层) | 2015年建 | 塔楼
成都,中信未来城南区 3室2厅 南, 119万,"11,410元/平",中信未来城南区    -  郫县城区 ,3室2厅 | 104.3平米 | 南 | 精装 | 低楼层(共33层) | 2013年建 | 塔楼
成都,铁建园 4室1厅 南, 175万,"13,753元/平",铁建园    -  府南新区 ,4室1厅 | 127.25平米 | 南 | 精装 | 中楼层(共7层) | 2002年建 | 板楼
成都,美洲花园棕榈湾 3室2厅 西北, 190万,"20,983元/平",美洲花园棕榈湾    -  新北 ,3室2厅 | 90.55平米 | 西北 | 精装 | 中楼层(共23层) | 2016年建 | 板楼
成都,蓉树园 3室2厅 东南, 88万,"10,862元/平",蓉树园    -  红光 ,3室2厅 | 81.02平米 | 东南 | 精装 | 高楼层(共30层)  | 板楼
成都,洲际亚洲湾A区 3室2厅 南 北, 130万,"14,476元/平",洲际亚洲湾A区    -  光华大道沿线 ,3室2厅 | 89.81平米 | 南 北 | 简装 | 中楼层(共38层) | 2017年建 | 板塔结合
成都,东林景忆 2室2厅 南, 120万,"14,460元/平",东林景忆    -  动物园 ,2室2厅 | 82.99平米 | 南 | 精装 | 高楼层(共18层) | 2018年建 | 板楼
成都,保利公园198百合郡 2室2厅 西南, 119万,"13,089元/平",保利公园198百合郡    -  保利公园 ,2室2厅 | 90.92平米 | 西南 | 精装 | 中楼层(共18层) | 2009年建 | 板塔结合
成都,现代生态水城上岛一期 3室2厅 南, 64万,"5,785元/平",现代生态水城上岛一期    -  金堂 ,3室2厅 | 110.64平米 | 南 | 精装 | 高楼层(共11层)  | 塔楼
成都,恒大名都 3室1厅 东南, ,"参考价:19,095元/平",恒大名都    -  海洋公园 ,3室1厅 | 87.22平米 | 东南 | 精装 | 高楼层(共32层) | 2012年建 | 塔楼
成都,丽水金都 3室2厅 东, 114万,"8,322元/平",丽水金都    -  毗河 ,3室2厅 | 137平米 | 东 | 毛坯 | 中楼层(共15层)  | 塔楼
成都,隆鑫九熙 2室2厅 南, ,"参考价:17,254元/平",隆鑫九熙    -  万年场 ,2室2厅 | 78.05平米 | 南 | 简装 | 低楼层(共34层) | 2012年建 | 塔楼
成都,阳光100米娅中心一期 1室1厅 东, ,"参考价:17,083元/平",阳光100米娅中心一期    -  万年场 ,1室1厅 | 44.61平米 | 东 | 精装 | 中楼层(共27层) | 2012年建 | 板塔结合
成都,鑫苑鑫都汇南区 3室2厅 南, ,"参考价:18,899元/平",鑫苑鑫都汇南区    -  南湖 ,3室2厅 | 75.04平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合
成都,保利梧桐语 3室1厅 东, 155万,"19,226元/平",保利梧桐语    -  高家庄 ,3室1厅 | 80.62平米 | 东 | 毛坯 | 中楼层(共18层) | 2014年建 | 板塔结合
成都,龙锦雅苑 1室1厅 东, 52万,"10,259元/平",龙锦雅苑    -  龙潭寺 ,1室1厅 | 50.69平米 | 东 | 毛坯 | 低楼层(共18层)  | 塔楼
成都,棠湖泊林小镇 3室2厅 东南, 96万,"8,672元/平",棠湖泊林小镇    -  温江大学城 ,3室2厅 | 110.71平米 | 东南 | 精装 | 低楼层(共6层) | 2007年建 | 板楼
成都,聚贤雅丽园 3室1厅 东南, 89万,"7,163元/平",聚贤雅丽园    -  新都城区 ,3室1厅 | 124.26平米 | 东南 | 简装 | 低楼层(共6层)  | 板楼
成都,金牛万达C组团 3室2厅 南, 167万,"19,194元/平",金牛万达C组团    -  金牛万达 ,3室2厅 | 87.01平米 | 南 | 简装 | 低楼层(共32层) | 2012年建 | 塔楼
成都,锦城名都 2室1厅 东南, 155万,"19,094元/平",锦城名都    -  营门口 ,2室1厅 | 81.18平米 | 东南 | 精装 | 低楼层(共33层) | 2008年建 | 板塔结合
成都,长虹和悦府 3室2厅 西, 244万,"23,612元/平",长虹和悦府    -  外光华 ,3室2厅 | 103.34平米 | 西 | 精装 | 中楼层(共20层) | 2016年建 | 板塔结合
成都,新城吾悦广场 3室1厅 北, ,"参考价:15,886元/平",新城吾悦广场    -  龙泉驿城区 ,3室1厅 | 80.54平米 | 北 | 精装 | 高楼层(共34层) | 2016年建 | 板塔结合
成都,保利公园198百合郡 4室2厅 南, 149万,"10,930元/平",保利公园198百合郡    -  保利公园 ,4室2厅 | 136.33平米 | 南 | 精装 | 高楼层(共26层) | 2009年建 | 板塔结合
成都,温江一地 3室2厅 南, 112万,"7,862元/平",温江一地    -  蛟龙港 ,3室2厅 | 142.47平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼
成都,华贵苑 3室2厅 西南, 101万,"10,782元/平",华贵苑    -  南湖 ,3室2厅 | 93.68平米 | 西南 | 简装 | 低楼层(共1层)  | 暂无数据
成都,翔宇榜样 3室1厅 东北, ,"参考价:12,206元/平",翔宇榜样    -  大丰 ,3室1厅 | 63.84平米 | 东北 | 精装 | 中楼层(共18层) | 2018年建 | 板塔结合
成都,中铁二局玛塞城 2室2厅 南, ,"参考价:19,333元/平",中铁二局玛塞城    -  八里小区 ,2室2厅 | 73.4平米 | 南 | 简装 | 低楼层(共33层) | 2015年建 | 塔楼
成都,万科双水岸 3室1厅 东南, ,"参考价:12,436元/平",万科双水岸    -  毗河 ,3室1厅 | 90.08平米 | 东南 | 精装 | 高楼层(共11层) | 2007年建 | 板塔结合
成都,红湖公园城 3室1厅 南, 96万,"10,742元/平",红湖公园城    -  大丰 ,3室1厅 | 89.37平米 | 南 | 简装 | 中楼层(共25层) | 2013年建 | 板塔结合
成都,景茂城果 3室2厅 南, 205万,"23,849元/平",景茂城果    -  华阳 ,3室2厅 | 85.96平米 | 南 | 精装 | 低楼层(共24层) | 2012年建 | 塔楼
成都,比华利国际城三期 3室1厅 西北, ,"参考价:22,637元/平",比华利国际城三期    -  川师 ,3室1厅 | 80.09平米 | 西北 | 精装 | 高楼层(共31层) | 2014年建 | 板楼
成都,保利叶语 3室2厅 东, ,"参考价:16,874元/平",保利叶语    -  华府 ,3室2厅 | 79.37平米 | 东 | 精装 | 中楼层(共24层) | 2015年建 | 板塔结合
成都,柳河苑 3室1厅 东南, 62万,"6,958元/平",柳河苑    -  温江老城 ,3室1厅 | 89.11平米 | 东南 | 简装 | 高楼层(共6层) | 2005年建 | 板塔结合
成都,南城都汇汇晴园五期 3室2厅 西南, 269万,"29,969元/平",南城都汇汇晴园五期    -  市一医院 ,3室2厅 | 89.76平米 | 西南 | 精装 | 低楼层(共18层) | 2014年建 | 板楼
成都,南湖逸家二期 3室1厅 北, ,"参考价:20,400元/平",南湖逸家二期    -  华府 ,3室1厅 | 65.82平米 | 北 | 精装 | 中楼层(共34层) | 2017年建 | 板塔结合
